id,Video,Platform,Transcription,Summary,NER_Brand,NER_Location,NER_Organization,NER_Person,NER_Product,Emotion,Topic_ID,Topic_Label,Topic_Keywords,teks_final
145,https://www.instagram.com/reel/C-wcAZ2vJSE/?igsh=MWtwa2Q2aTQxZ2U0Zg==,Instagram," Kalau ngomong blush yang paling bestseller ya, kalau untuk liquid blushnya Chanel, ini tergolong sangat-sangat bestseller ya kalau di Chanel. Dia tuh ada 4 warna sista, ada si light peach, ada light pink, ada warm pink, dan intense coral. Kalau ditanya yang paling bestseller yang mana sih? 4-4 nya bestseller sista. Karena 4 warna ini bakal masuk ke old skin tone kamu, dan warnanya itu semua natural banget. Kamu satu pump aja, kayak sedikit aja pump yang keluar, itu langsung keluar banget warnanya sista. Ini, after aku swatch ya, kamu bisa lihat ya warna-warnanya yang cantik. Yang light peach juga cantik banget. Light pink juga, warm pink juga kalau kalian suka warna-warna ngereng-ngerengnya gitu, boleh aja warm pink. Intense coral itu juga bagus banget. Dia kayak warna coral, terus warnanya kayak warna ke pink, peachy, coral gitu.","Chanel liquid blush adalah produk bestseller dengan empat varian warna: light peach, light pink, warm pink, dan intense coral. Warna-warna ini terlihat alami dan cocok untuk berbagai jenis kulit, serta mudah diterapkan dengan satu tekanan saja yang menghasilkan warna yang intens. Hasil akhirnya memberikan penampilan natural namun dengan ketajaman warna yang memukau.",Chanel,,,Sista,light peach; light pink; warm pink; intense coral; Light pink; Intense coral,Trust,0,Kecantikan,"pakai, suka, kulit, warna, coba",omong blush bestseller liquid blushnya chanel golong sangatsangat bestseller chanel warna sista light peach light pink warm pink intense coral bestseller bestseller sista warna masuk old skin tone warna natural pump pump langsung warna sista after swatch lihat warnawarnanya cantik light peach cantik light pink warm pink suka warnawarna ngerengngerengnya warm pink intense coral bagus warna coral warna warna pink peachy coral
146,https://www.instagram.com/reel/DDekDLFTq1a/?igsh=dXVxMGlzdndwM3E2,Instagram," Kalau punya bekas kirawat atau warna kulit kamu gak rata, kamu harus pigment busting. Pigment busting itu metode atau kemampuan sebuah skincare untuk mengurangi hiperpigmentasi dengan memecah pigment di kulit jadi hasilnya itu lebih maksimal. Gak usah pakai skincare luar dan mahal karena sekarang tuh dari skincare lokal udah ada Azarin Brightening Glow Facial Cleanser dan Azarin Supreme Glow Brightening Moisturizer. Keduanya mengandung Simradiance 399 yang udah bisa pigment busting, bagus untuk mengurangi warna kulit gak rata atau dark spot akibat hiperpigmentasi. Biar maksimal aku juga sekalian pakai satu siris Azarin Glow Revolution dan aku notice kulitku itu jadi lebih sehat dan bersih. Paling notice di beberapa dark spot kecil udah lumayan pudar, semuanya cocok di aku dan meski klaimnya itu buat normal to dry skin, aku rasa di kulit oily kombi bisa pakai kok. Malah enak banget dipakai di malam hari, rasanya tuh lembab dan pas bangun jadi bener-bener glowing. Kalau kalian cari skincare yang fokus untuk mencerahkan, bikin glowing, ngurangin dark spot, cobain Azarin yang kuning ini.","Percakapan tersebut membahas metode pigment busting untuk mengatasi hiperpigmentasi dan warna kulit tidak rata. Skincare lokal Azarin menawarkan produk seperti Azarin Brightening Glow Facial Cleanser dan Azarin Supreme Glow Brightening Moisturizer yang mengandung Simradiance 399, bahan aktif yang efektif mengurangi dark spot. Produk ini direkomendasikan untuk digunakan di malam hari karena dapat memberikan efek glowing dan meningkatkan kesehatan kulit secara keseluruhan. Penyediaan rekomendasi ini bertujuan untuk membantu mereka yang mencari solusi skincare untuk mencerahkan kulit, mengurangi dark spot, dan meningkatkan glow alami.",Azarin,,,,Simradiance 399,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",bekas kirawat warna kulit pigment busting pigment busting metode mampu skincare kurang hiperpigmentasi pecah pigment kulit hasil maksimal pakai skincare mahal skincare lokal azarin brightening glow awat muka cleanser azarin supreme glow brightening moisturizer kandung simradiance pigment busting bagus kurang warna kulit dark titik akibat hiperpigmentasi biar maksimal pakai sir azarin glow revolution notice kulit sehat bersih notice dark titik lumayan pudar cocok klaim normal dry skin kulit oily kombi pakai enak pakai malam lembab pas bangun benerbener cahaya cari skincare fokus cerah bikin cahaya ngurangin dark titik coba azarin kuning
147,https://www.instagram.com/reel/DLUnmw6TF--/?igsh=N3YwbzRyb2xtdjd0,Instagram," Kalian ada yang pernah ngalamin gak sih kulitnya muncul jerawat, terus jerawatnya kempes, tapi gak lama kemudian jerawatnya muncul lagi di tempat yang sama. Kalau ada, cobain pakai acne patch deh. Dijamin jerawatnya gak bakal muncul lagi. Nah, kebetulan baru-baru ini FRP telah meluarin acne patch baru. Harganya cuma Rp18.000-an aja dan isinya ada 22 patches. Untuk patch-nya ada yang ukuran gede dan ada yang ukuran kecil. Dan ini acne patchnya bener-bener tipis banget, gak kelihatan kan? Dan untuk cara pakenya, gampang. Tinggal ditempelin aja di jerawatnya yang kamu rasa masih ada isinya, terus tunggu selama beberapa jam dan baru dia dicabut. Dan setelah beberapa jam, kelihatan gak? Ini isi jerawatnya keserup semua dan jerawatnya hilang total gak balik lagi. Intinya acne patch ini tuh highly highly recommended.","Acne patch menjadi solusi praktis bagi mereka yang mengalami jerawat berulang di tempat yang sama. FRP baru saja meluncurkan acne patch dengan harga Rp18.000-an per pack berisi 22 patch dalam dua ukuran, dan cara penggunaannya sangat mudah. Patch hanya perlu ditempelkan di jerawat dan dicabut beberapa jam kemudian, dengan hasil yang memuaskan—jerawat akan hilang sepenuhnya tanpa meninggalkan bekas. Acne patch ini sangat disarankan untuk digunakan secara rutin oleh pengguna yang ingin mengatasi masalah jerawat dengan efektif dan aman.
Hasil akhir dari peluncuran acne patch ini menunjukkan potensi besar dalam membantu pengguna mengatasi masalah jerawat dengan cara yang lebih efisien dan tidak menyisakan bekas luka. Produk ini telah mendapatkan respon positif dari konsumen, terbukti dengan tingginya minat dan penjualan sejak peluncuran.",FRP,,,,acne patch; acne patchnya,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",ngalamin kulit muncul jerawat jerawat kempes jerawat muncul coba pakai acne patch deh jamin jerawat muncul barubaru frp meluarin acne patch harga rpan isi patches patchnya ukur gede ukur acne patchnya benerbener tipis pakenya gampang tinggal ditempelin jerawat isi tunggu jam cabut jam isi jerawat keserup jerawat hilang total inti acne patch highly highly recommended
148,https://www.instagram.com/reel/C_reJDqSNno/?igsh=ZDIzc2owNWgxdmJk,Instagram," kalian tau gak sih setelah kemarin heboh physical sunscreen yang menurut aku tuh bagus banget kali ini wardah meluarin sunscreen yang baru lagi dong kayaknya RND nya wardah tuh gak dikasih napas ya ini nih wardah ufisier tone up sunscreen SPF 50 plus PA++++ teksturnya tuh unik banget, baterai warna pink dan sesuai namanya kalau sunscreen ini emang ngasih efek tone up ke kulit dan jujur aku suka banget sama efek tone upnya bener-bener cakep banget finishnya di kulit aku yang sawo matang gak bikin kulit aku jadi keliatan abu-abu malahan jadi keliatan lebih cerah, fresh dan glowing ditambah lagi, sunscreen ini bisa bantu memudahkan bekas jerawat aku juga loh kok bisa? ya bisa dong soalnya sunscreen ini udah mengandungkan adek samit asit, bari peptide dan kalem korek jadi kalau kamu pakai sekarang rutin, ini bisa bantu cerahin kulit juga oh iya satu lagi, sunscreen ini juga bisa dipakai buat kulit pejerawat loh karena sunscreen ini udah non-comedogenic dan non-eknogenic juga nah, jadi kalian kapan mau cobain sunscreen ini?","Wardah baru saja meluncurkan sunscreen Tone Up SPF 50+ PA++++ dengan tekstur unik berwarna pink, menawarkan efek tone up yang membuat kulit tampak cerah, segar, dan glowing, terutama pada jenis kulit sawo matang. Produk ini tidak hanya efektif dalam meredakan bekas jerawat, tetapi juga aman digunakan pada kulit sensitif karena sifatnya non-comedogenic dan non-iritan.",wardah,,,,sunscreen; ufisier tone up,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",tau kemarin heboh physical sunscreen bagus kali wardah meluarin sunscreen kayak rnd wardah kasih nafas wardah ufisier tone sunscreen spf tekstur unik baterai warna pink sesuai nama sunscreen asih efek tone kulit jujur suka efek tone upnya benerbener cakep finishnya kulit sawo matang bikin kulit abuabu cerah segar cahaya tambah sunscreen bantu mudah bekas jerawat loh sunscreen kandung adik samit asit bari peptide kalem korek pakai rutin bantu cerahin kulit oh sunscreen pakai kulit pejerawat loh sunscreen noncomedogenic noneknogenic coba sunscreen
149,https://www.instagram.com/reel/CjwRCdzDarC/?utm_source=ig_web_copy_link&igsh=bXRhNmI1NTRxMWc3,Instagram, Kedek Woyah Lagi lagi Mantap Mantap Berantara sama,"Kedek Woyah sedang mengalami pertumbuhan yang pesat, mencapai pencapaian signifikan melalui berbagai inovasi baru yang diluncurkan oleh perusahaan. Salah satu aspek penting dari perkembangan ini adalah peningkatan kinerja perusahaan logistik berantara, yang telah mengalami peningkatan signifikan dalam layanan dan efisiensinya.",,,,,,Surprise,-1,Lainnya,"indonesia, main, kasih, coba, pakai",kedek woyah mantap mantap antara
150,https://www.instagram.com/reel/DNALIVSPiz3/?utm_source=ig_web_copy_link&igsh=MWUyeDRud3lwOTc3Zg==,Instagram," Kena roasting Ocha Tenang pasti, pingnya yang ini udah sesuai dress code Bagus Hehehe Besar Tapi pingnya kan kaga ping banget sekarang Iya Bo, asli gue sarang Iya, Bo Bo Gimana sih? Gimana sih? Ayo duduk dulu Kita minta mempersembahkan sebuah kisah selewat berkajum Nusa Nohara Sebuah repetasi memorihan terhadap wanita mawas terang Nusa Nara","Ocha mendapat kritik karena pinggangnya masih sesuai dress code acara, meskipun Bo menyatakan pinggang Ocha sudah tidak besar lagi. Diskusi kemudian beralih ke Nusa Nohara, sebuah repetisi memorih tentang wanita mawas terang yang disampaikan oleh Nusa Nara.",,,,Ocha; Bo; Bo bo; Nusa nohara,,Surprise,-1,Lainnya,"indonesia, main, kasih, coba, pakai",kena roasting ocha tenang pingnya sesuai dress code bagus hehehe pingnya ping bo asli sarang bo bo ayo duduk sembah kisah lewat berkajum nusa nohara repetasi memorihan wanita mawas terang nusa nara
151,https://www.instagram.com/reel/DNAgrqURf1s/?igsh=MXZjNmdqa3ZpNThpZA==,Instagram," Kombu kandungan skincare yang paling ampuh buat mudahin dark spot dan bekas jerawat adalah niacinamide plus tranexamic acid plus arbutin. Dan ketiga kandungan tersebut bisa kamu dapatkan dalam satu bot verbotening serum viralnya Anua yang ini. Yes, kandungan pencerahnya memang sangat lengkap itu. Ada 10% niacinamide, 3% tranexamic acid, dan 2% arbutin. Makanya serum ini tuh ampuh banget buat mudahin bekas jerawat hitam, flanj hitam, mencerahkan kulit, setelah meretakan warna kulit juga. Teksturnya lumayan cair dan nyerepnya gak pakai lama. Dan aku sadar, setelah serum menyerep, dia tuh masih ninggalin rasa hydrating yang bikin kulit dikenyal kayak gini dan ngasih efek liat skin look juga. Mungkin ada yang bingung, kok yang versi global tranexamic acid 4% sedangkan yang versi Indonesia 3%? Jawabannya adalah supaya produk ini tuh cocok dipake di iklim dan di kulit orang Indonesia. Gitar, jreng. Ya intinya masih sama-sama bagus kok buat mudahin bekas jerawat dan flanj hitam.","Skincare kombu terbaik untuk mengatasi dark spot dan bekas jerawat adalah kombinasi niacinamide, tranexamic acid, dan arbutin. Serum Anua mengandung tingkat optimal dari komponen-komponen tersebut, yaitu 10% niacinamide, 3% tranexamic acid, dan 2% arbutin, yang efektif dalam memutihkan kulit, meratakan warna, dan mengurangi bekas jerawat. Serum ini dirancang dengan tekstur ringan dan efek hydrating, sehingga memberikan kulit penampilan yang lebih kenyal. Versi Indonesia dari serum Anua menyesuaikan tingkat tranexamic acid menjadi 3% untuk lebih cocok dengan kondisi kulit dan iklim di Indonesia.",Anua,,,,serum,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",kombu kandung skincare ampuh mudahin dark titik bekas jerawat niacinamide tranexamic acid arbutin tiga kandung dapat bot verbotening serum viralnya anua kandung cerah lengkap niacinamide tranexamic acid arbutin serum ampuh mudahin bekas jerawat hitam flanj hitam cerah kulit reta warna kulit tekstur lumayan cair nyerepnya pakai sadar serum serep tinggal hydrating bikin kulit kenyal asih efek lihat skin look bingung versi global tranexamic acid versi indonesia jawab produk cocok pakai iklim kulit orang indonesia gitar jreng inti samasama bagus mudahin bekas jerawat flanj hitam
152,https://www.instagram.com/reel/DLJoMUxTL2J/?igsh=MTVkNnYwYTRxZmdqNw==,Instagram," Manfaat dari telur cepelok, selain bikin perut jadi kenyang, juga bisa bikin kulit tidak lembab dan glowing. Bingung? Sini aku jarin. Jadi gini, untuk ngebikin si telur cepeloknya, kamu perlu ambil moisturizer secukupnya, terus tetesin 2-3 tetes face oil, sampai bentukenak kayak telur cepelok kayak gini, dan kemudian diratakan, abis itu baru dari aplikasikan ke wajah. Tujuannya apa? Tujuannya untuk memberi kelam babatan hidratasi extra ke kulit, serta ngasih efek glas skin look juga. Oh iya, buat oily skin tenang aja. Betodo ini nggak bikin kulit jadi makin minyakan dan nggak nyumbat pori-pori juga. Nah, untuk contoh moisturizer dan face oil-nya, cobain punya Bayu Beauty Lab ya. Moisturizernya lembab pol dan face oil-nya ringan dan nggak berisi. By the way, punten banget nih, moisturizer aku pakai yang versi refill-nya, soalnya buat yang versi packaging normal itu aku nggak bisa dulu. Ayo cepetan restock dong Bayu Beauty Lab.","Telur ceplokok dapat digunakan sebagai masker alami untuk memberikan hydrasi ekstra dan membuat kulit tampak glowing. Cara penggunaannya meliputi aplikasi moisturizer dan face oil secara merata di wajah. Produk yang direkomendasikan adalah dari Bayu Beauty Lab, yang menawarkan moisturizer lembab dan face oil ringan, serta versi refill untuk moisturizer yang lebih hemat dan ramah lingkungan.",Bayu Beauty Lab,,,,moisturizer; face oil; face oil-nya; Moisturizernya,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",manfaat telur cepelok bikin perut kenyang bikin kulit lembab cahaya bingung jarin ngebikin telur cepeloknya ambil moisturizer tetesin tetes wajah oil bentukenak telur cepelok rata habis aplikasi wajah tuju tuju kelam babatan hidratasi extra kulit asih efek glas skin look oh oily skin tenang betodo bikin kulit minyak nyumbat poripori contoh moisturizer wajah oilnya coba bayu beauty lab moisturizernya lembab pol wajah oilnya ringan isi way punten moisturizer pakai versi refillnya versi packaging normal ayo cepat restock bayu beauty lab
153,https://www.instagram.com/reel/DAYFDAQSh20/?igsh=OWlreGRuYXdzY3ly,Instagram," rekomendasi skin kaya harganya cuma 10.000-30.000an aja ini yang harganya 10.000an, ini yang harganya 20.000an, dan ini yang harganya 30.000an nah kalau ditanya favorit aku yang mana, sekarang aku lagi suka banget sama serum ini White Story Brightening Face Serum fokus dari serum ini tuh untuk mencerakan dan memudahkan bekas jerawat dan aku bener-bener suka banget sama serum ini saking sukanya sekarang lagi pakai botol kedua nah kemudian tekstur dari serum ini enak banget cair, cepet nyara, peringan di kulit, enggak berasa lengket juga dan aku suka banget sama finishnya bikin kulit jadi plumpy dan glowing abis bagaimana? tetap ikut mencobain?","Percakapan tersebut membahas rekomendasi skincare dengan harga antara 10.000 hingga 30.000 rupiah, dengan fokus pada serum White Story Brightening Face Serum. Serum ini dikenal efektif untuk pemutihan dan menghilangkan bekas jerawat, serta disukai penggunanya karena tekstur yang ringan dan mudah diserap. Pengguna bahkan membeli botol kedua karena hasil kulit yang lebih lembut dan terang bercahaya. Hasil akhirnya adalah serum ini dianggap sebagai pilihan yang baik dalam kategori harga tersebut.",,,,,White Story Brightening Face Serum; serum ini,Proud,0,Kecantikan,"pakai, suka, kulit, warna, coba",rekomendasi skin harga an harga an harga an harga an favorit suka serum white cerita brightening wajah serum fokus serum cerak mudah bekas jerawat benerbener suka serum suka pakai botol tekstur serum enak cair cepat nyara pering kulit asa lengket suka finishnya bikin kulit plumpy cahaya habis mencobain
154,https://www.instagram.com/reel/C7oa-5upVHh/?igsh=MWNkczZ5ZmFqZHpnZA==,Instagram," Review singkat 4 Missile Water Viral Origi Note lumayan bersihnya, makeup juga luntur tapi masih kerasa berbusa pas diaplikasikan Si makeup suka banget, nyaman buat daily, bersihnya oke, kulit berjerawat bisa pake Festology, maaf ini licin dan berbusa banget Tapi daya bersihnya bagus sih, cuma kurang nyaman aja pas dipake Glow to Glow, sempurna, gak pedih, gak licin, gak berbusa Gampang buat lunturin kotoran bahkan makeup yang membandel Kalo kalian tim biang mana nih?","Review produk cleansing water membahas kualitas bersihannya, tekstur, dan kenyamanan penggunaan. Beberapa merek, seperti Festology dan Glow to Glow, mendapatkan pujian. Festology dikenal efektif dalam membersihkan kulit berjerawat, tetapi memiliki kelemahan tertentu, sementara Glow to Glow dianggap lebih nyaman dan efektif untuk menghapus makeup berat.",,,,,Missile Water; makeup; Festology; Glow to Glow,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",review singkat missile water viral origi note lumayan bersih makeup luntur rasa busa pas aplikasi makeup suka nyaman daily bersih oke kulit jerawat pakai festology maaf licin busa daya bersih bagus nyaman pas pakai glow glow sempurna pedih licin busa gampang lunturin kotor makeup bandel grup biang
155,https://www.instagram.com/reel/DK1mAj0zf6k/?igsh=b2dpcGU5OGdld2Fo,Instagram," review singkat toner yang pernah aku cobain, let's go pertama ada azarin, ini tuh murah cedahan bagus buat anti aging next ada finally found you, ini ringan dan bikin cerah terus ada white lab, ngelembapin dan bikin cerah juga avos skin oke buat exfoliasi dan ada vocal skin yang menurut aku jadi salah satu tonernya underrated padahal efek mencerahkannya tuh bagus selain itu dia teksturnya juga unik, awalnya milky gel terus bisa berubah jadi cream gini toner ini pakai ingredient exclusive di zeg labra yang disebut gold of brightening karena lebih powerful buat mencerahkan kulit daripada nice night, vitamin c, maupun alp arbutin efek di kulit ku tuh selain bikin cerah pastinya lemepnya dapet banget tapi gak kerasa berat atau lengket, jadi aman buat all skin type selain jadi toner, ini juga bisa dijadiin serum, moisturizer, atau skin prep sebelum makeupan serius deh cuma 100 ribuan aja tapi bisa dapetin toner sewow ini menurutku kalian harus cobain juga sih","Azarin adalah toner anti-penuaan yang terjangkau dengan tekstur cedahan yang baik, sementara Finally Found You adalah toner ringan yang memberikan kulit kecerahan. Pilihan lainnya termasuk Avos Skin dan Vocal Skin, yang dianggap underutilized; Vocal Skin khususnya menonjol dengan efek mencerahkan yang kuat, tekstur yang ringan dan tidak lengket, serta cocok untuk semua jenis kulit. Vocal Skin juga cukup terjangkau dengan harga hanya 100 ribu rupiah dan sangat disarankan untuk dicoba.",azarin; white lab; avos skin; zeg labra,,,,toner; milky gel; gold of brightening; serum; moisturizer,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",review singkat toner coba ayo pergi azarin murah cedahan bagus anti aging finally found ringan bikin cerah white lab ngelembapin bikin cerah avos skin oke exfoliasi vocal skin salah tonernya underrated efek cerah bagus tekstur unik milky gel ubah cream toner pakai ingredient exclusive zeg labra gold of brightening powerful cerah kulit night vitamin alp arbutin efek kulit ku bikin cerah pasti lemepnya rasa berat lengket aman skin type toner jadi serum moisturizer skin prep makeupan serius deh ribu toner sewow turut coba
156,https://www.instagram.com/reel/DLPIrtqTKSt/?igsh=MWVvbzB5ZHV5cjgwbQ==,Instagram," Udah pada tau belum kalau Something baru-baru ini nge-reformulasi dan nge-repackaging serum-serumnya mereka, untuk variannya ada banyak banget. Tapi di video ini aku mau fokus bahas ngomongin serum vitamin C-nya dulu. Something Bless You 12% Vitamin C, alias versi reformulasi dari serum vitamin C Something yang ini. Nah, serum ini formulasinya tuh beneran seserius itu. Dalam satu botol serum ini, terdapat beberapa kandungan pencerah seperti 12% Vitamin C, Glutal Bride, dan Ferulic Acid. Oh iya, sedikit info kalau Glutal Bride adalah sebuah kandungan pencerah yang udah dipatinin sama Something. Untuk tekstur, keliatannya lumayan cahaya dan pasti pakai di kulit tuh cepet banget ngeresapnya. Dan ini finish ya, lihat deh kulit aku, ya ampun, menyalah susuku. Nggak deh, menyalah kulitku. Hahaha, gak lucu. Kak, serum ini hasilnya gimana? Jadi gini, jadi gini, aku baru pakai serum ini sekitar semingguan dan hasilnya tuh beneran kelihatan banget. Kulit aku kelihatan lebih cerah, lebih seger, dan kelihatan kayak lebih ada kehidupan. Hahaha.","Something baru saja merombak dan merebrand serum-serumnya, termasuk serum vitamin C-nya yang sekarang dikenal sebagai Something Bless You 12% Vitamin C. Serum ini mengandung 12% vitamin C, glutathione, dan ferulic acid, serta memiliki tekstur ringan yang mudah diserap. Setelah penggunaan selama sekitar seminggu, serum ini telah memberikan hasil yang signifikan dengan kulit menjadi lebih cerah, segar, dan hidup.",Something,,,,Glutal Bride; Ferulic Acid,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",tau something barubaru ngereformulasi ngerepackaging serumserumnya varian video fokus bahas omong serum vitamin cnya something bless vitamin alias versi reformulasi serum vitamin something serum formulasi benar serius botol serum kandung cerah vitamin glutal bride ferulic acid oh info glutal bride kandung cerah dipatinin something tekstur lumayan cahaya pakai kulit cepat ngeresapnya finish lihat deh kulit ampun salah susu deh salah kulit hahaha lucu kakak serum hasil pakai serum minggu hasil benar kulit cerah segar hidup hahaha
157,https://www.instagram.com/reel/C_Uu_rSygjN/?igsh=cGljbzg5NnZ3Y2d1,Instagram," Ungu kali ini bukan janda tapi sunscreen. Kalau yang hijau sebelumnya SPF nya 35. Nah si ungu ini udah 50 loh. Sama-sama matte tapi yang baru matte nya extra gitu. Coba deh pegang pipi aku. Oh gak bisa ya? Pokoknya ini bener-bener smooth gak ada lengket samsek. Airy banget kan teksturnya? Ruingan ngeblendnya gak effort. Bahkan aku usrek begini pun yes aman gak pedih. Setelah nge-set gak white cast pula. Penampakan di UV cam gimana kak? Aman sayang pekat gini. Kurang puas validasinya. Nih setelah 3 jam beraktivitas. Tes minyak lolos lah ya. Hijau suka, ungu suka. Makin keren deh skin T-vide.","Sunscreen warna ungu baru ini memiliki SPF 50, meningkatkan proteksi dibandingkan versi hijau sebelumnya. Tekstur produk ringan dan tidak lengket, ideal untuk kulit sensitif tanpa menyumbat pori-pori atau membuat kulit berminyak. Penggunaannya memberikan hasil yang memuaskan, baik untuk kulit normal maupun sensitif, tanpa meninggalkan rasa berat setelah digunakan.",,,,,ungu; T-vide,Surprise,0,Kecantikan,"pakai, suka, kulit, warna, coba",ungu kali janda sunscreen hijau spf ungu loh samasama matte matte extra coba deh pegang pipi oh pokok benerbener smooth lengket samsek airy tekstur ruing ngeblendnya effort usrek aman pedih ngeset white cast tampak uv kamera kakak aman sayang pekat puas validasinya jam aktivitas tes minyak lolos hijau suka ungu suka keren deh skin tvide
158,https://www.instagram.com/reel/DLhe1uwT0ux/?igsh=b3RsM3RkeGUxanln,Instagram," Yang punya kulit berjerawat dan ingin tahu jerawatnya separah apa, coba fitur ini deh. Caranya gampang, kamu bisa cari spot scan di Google, terus klik website-nya, kemudian foto aja kamu dari depan, samping kiri, samping kanan, dan nanti kelihatan kondisi kulit kamu itu seperti apa. Kalau kulit aku, pemasalahan kulitnya itu adalah jerawat ringan. Dan setelah itu, aku disarankan buat cobain produk apa aja yang cocok buat pemasalahan kulit aku. Dan kalau aku disarankan, seini, moisturizer harus proses FHK2 Plus M. Buat aku, ini adalah moisturizer yang paling ampuh buat mengatasi masalah jerawat. Teksturnya gel yang enak dan nyaman dipakai, melembapkan kulit, tapi di sisi lain ada efek oil control-nya juga. Dan untuk cara pemakaiannya, selain bisa dipakai sebagai moisturizer, juga bisa dipakai sebagai obat total jerawat. Dan ini perbandingan setelah satu kali pakai. Oh iya, kalau mau cobain bisa beli di official store lalu sepuluh saya di Shopee ya.","Fitur online yang memeriksa kondisi kulit berjerawat melibatkan pengambilan foto dari berbagai sudut dan memberikan analisis mendalam. Berdasarkan hasil, kulit penulis dinyatakan memiliki jerawat ringan dan disarankan untuk mencoba produk moisturizer FHK2 Plus M, yang efektif dalam mengontrol produksi minyak dan melembapkan kulit. Penulis sangat merekomendasikan produk ini dan menyediakan informasi tentang cara membelinya melalui toko resmi atau di Shopee.",,,,Seini,FHK2 Plus M,Proud,0,Kecantikan,"pakai, suka, kulit, warna, coba",kulit jerawat jerawat parah coba fitur deh gampang cari titik scan google klik websitenya foto samping kiri samping kanan kondisi kulit kulit masalah kulit jerawat ringan saran coba produk cocok masalah kulit saran sein moisturizer proses fhk moisturizer ampuh atas jerawat tekstur gel enak nyaman pakai lembap kulit sisi efek oil controlnya pakai pakai moisturizer pakai obat total jerawat banding kali pakai oh coba beli official store puluh shopee
159,https://www.instagram.com/reel/DHFjsc_TWVh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Instagram," Pertama-tama tahun 2006, lagu kebangsaan Indonesia raya menggema di perayaan imperial dunia 2026. Setuju dengan agenda utama rapat kejar ini, yaitu bahasan pemberian pertimbangan keuangan negara Republik Indonesia kepada asli sepak bola untuk saudara Emil Aoudero, Mulyadi, Jendru Benjems, Joy Medis, Peluk Lasi. Ini kerja sama dari para pemberita dan PSSC dan tentu seluruh daripada masyarakat sepak bola yang menggulipkan sepak bola kita harus panggil. Komisi 10 DPRI memutuskan menyetujui rekomendasi pemberian keluarga negaraan Republik Indonesia, Joy Matis Peluk Lasi, Emil Aoudero, Mulyadi, Jendru Benjems. Maka Komisi 13 DPRI dapat menyetujui permohonan pertimbangan pemberian keluarga negaraan Republik Indonesia, Joy Matis Peluk Lasi, Emil Aoudero, Mulyadi, Jendru Benjems. Setuju? Yaudah. Saya berjanji mengakui tunduh dan sepia kepada negara kesatuan Republik Indonesia.","Komisi 10 dan 13 DPR RI menyetujui memberikan pertimbangan keuangan negara kepada pemain sepak bola asal Indonesia, Joy Matis Peluk Lasi, Emil Aoudero, Mulyadi, dan Jendru Benjems. Keputusan ini diambil sebagai bentuk dukungan terhadap sepak bola nasional dan perayaan persatuan negara, dengan lagu kebangsaan Indonesia Raya dinyanyikan pada perayaan sepak bola dunia 2026.",,,,Emil aoudero; Mulyadi; Jendru benjems; Joy medis; Peluk lasi; Joy matis peluk lasi,,Proud,-1,Lainnya,"indonesia, main, kasih, coba, pakai",pertamatama lagu bangsa indonesia raya gema raya imperial dunia tuju agenda utama rapat kejar bahas beri timbang uang negara republik indonesia asli sepak bola saudara emil aoudero mulyadi jendru benjems joy medis peluk lasi kerja berita pssc masyarakat sepak bola menggulipkan sepak bola panggil komisi dpri putus tuju rekomendasi beri keluarga negara republik indonesia joy mat peluk lasi emil aoudero mulyadi jendru benjems komisi dpri tuju mohon timbang beri keluarga negara republik indonesia joy mat peluk lasi emil aoudero mulyadi jendru benjems tuju yasudah janji aku tunduh sepia negara satu republik indonesia
160,https://www.instagram.com/reel/DMAEL2oS-kx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Instagram," Saya, Kursi Rawatan Darman, mengajak para pecinta Cepapula di Indonesia untuk bisa hadir, menukseskan dan meramaikan Tournament Presiden Cup dan kita tunggu kehadirannya pasti untuk memberikan hubungan dan support kepada setiap team yang bertanding. Sukses lalu para support di Indonesia. Jaya, Cepapula!","Kursi Rawatan Darman mengajak semua penggemar Cepapula di seluruh Indonesia untuk turut hadir dan mendukung Tournament Presiden Cup. Tujuan ini bertujuan untuk membangkitkan semangat komunitas dan memberikan dukungan kepada setiap tim yang bertanding dalam turnamen tersebut. Dengan partisipasi dari penggemar, diharapkan dapat meningkatkan semangat persaingan sehat dan saling mendukung antar tim.
Hasil akhir dari upaya Kursi Rawatan Darman ini adalah peningkatan partisipasi penggemar Cepapula dalam Tournament Presiden Cup. Dengan dukungan yang diberikan, diharapkan akan tercipta suasana yang lebih meriah dan kompetisi yang lebih menyenangkan bagi semua pihak terlibat.",Cepapula,Indonesia,,Kursi rawatan darman,,Joy,4,Olimpiade,"jakarta, dki, olahraga, atlet, indonesia",kursi rawat darman ajak cinta cepapula indonesia hadir menukseskan ramai tournament presiden cup tunggu hadir hubung dukung grup tanding sukses dukung indonesia jaya cepapula
