Id,Video,Emotion,emotion_clean,emotion_label,video_path
51,https://www.instagram.com/reel/DKL7wuPpSeU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/51.mp4
52,https://www.instagram.com/reel/DLH8CjbJ_we/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/52.mp4
53,https://www.instagram.com/reel/DM5E9Dox3na/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,Fear,6,../data/raw/videos/Fear/53.mp4
54,https://www.instagram.com/reel/DMlzuuJBCqm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/54.mp4
55,https://www.instagram.com/reel/DKCpjyHIHtt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/55.mp4
56,https://www.instagram.com/reel/DMj2HkQKSl_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/56.mp4
57,https://www.instagram.com/reel/DMpkdG3J0bS/?utm_source=ig_web_copy_link,Trust,Trust,1,../data/raw/videos/Trust/57.mp4
58,https://www.instagram.com/reel/CqCw06QvVa4/?utm_source=ig_web_copy_link,Anger,Anger,7,../data/raw/videos/Anger/58.mp4
59,https://www.instagram.com/reel/DKOlWzzyNtF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/59.mp4
60,https://www.instagram.com/reel/DM0Gs6kSc8_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/60.mp4
61,https://www.instagram.com/reel/DG7zJbchwR7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/61.mp4
62,https://www.instagram.com/reel/DLL9bDXJTB_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/62.mp4
63,https://www.instagram.com/reel/DKw8T_fyme8/?utm_source=ig_web_copy_link,Anger,Anger,7,../data/raw/videos/Anger/63.mp4
64,https://www.instagram.com/reel/DEoDrO0Tm6c/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/64.mp4
65,https://www.instagram.com/reel/DMu9frCvTSx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,Fear,6,../data/raw/videos/Fear/65.mp4
66,https://www.instagram.com/reel/DILI4hbxFvy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,Fear,6,../data/raw/videos/Fear/66.mp4
67,https://www.instagram.com/reel/DMHdgmJydQG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/67.mp4
68,https://www.instagram.com/reel/DLH7YTlhqpJ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/68.mp4
69,https://www.instagram.com/reel/DF_rs9LByYo/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/69.mp4
70,https://www.instagram.com/reel/DHNEbgDB6_C/?utm_source=ig_web_copy_link,Fear,Fear,6,../data/raw/videos/Fear/70.mp4
71,https://www.instagram.com/reel/DJQT-oLtCCx/?utm_source=ig_web_copy_link,Joy,Joy,2,../data/raw/videos/Joy/71.mp4
72,https://www.instagram.com/reel/DMDBRdmyOPC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/72.mp4
73,https://www.instagram.com/reel/DLZug6lhD0d/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/73.mp4
74,https://www.instagram.com/reel/DNF9aDySWYe/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/74.mp4
75,https://www.instagram.com/reel/DIKxaN2TXsS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,Fear,6,../data/raw/videos/Fear/75.mp4
76,https://www.instagram.com/reel/DKVtuX8Stpq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/76.mp4
77,https://www.instagram.com/reel/DHXzccxR3hL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,Fear,6,../data/raw/videos/Fear/77.mp4
78,https://www.instagram.com/reel/DGPWEjaTtAS/?utm_source=ig_web_copy_link,Anger,Anger,7,../data/raw/videos/Anger/78.mp4
79,https://www.instagram.com/reel/DM7kjRsvVzB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/79.mp4
80,https://drive.google.com/file/d/1-uktT6QfBhhIQFgiVfE9QDi_fA9-UMxa/view?usp=sharing,Joy,Joy,2,../data/raw/videos/Joy/80.mp4
81,https://drive.google.com/file/d/1qQ5-Rhna3Sbd8zd_gRYJYyjKy_xF_nFB/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/81.mp4
82,https://drive.google.com/file/d/1Z46He28wmMpM4XX5PJaDprudGhn4BUmj/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/82.mp4
83,https://drive.google.com/file/d/1ko19DG40GCqyfPWK7jXtkKMMFhtvHCKr/view?usp=drive_link,Trust,Trust,1,../data/raw/videos/Trust/83.mp4
84,https://drive.google.com/file/d/1dpT60tbJTQK4daHtOCY5Ry1OFYDH0Knw/view?usp=drive_link,Proud,Proud,0,../data/raw/videos/Proud/84.mp4
85,https://drive.google.com/file/d/1r4rMWYYrMicgnn4QcZy80MAPrrLlTiQj/view?usp=drive_link,Trust,Trust,1,../data/raw/videos/Trust/85.mp4
86,https://drive.google.com/file/d/1r4rMWYYrMicgnn4QcZy80MAPrrLlTiQj/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/86.mp4
87,https://drive.google.com/file/d/1GofpxQoe1aEQ7ILgar9UovnPEwRZrSg1/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/87.mp4
88,https://drive.google.com/file/d/1hR_JOQHAQ1cL5TeXmW6mXDBcKPcoHre8/view?usp=drive_link,Trust,Trust,1,../data/raw/videos/Trust/88.mp4
89,https://drive.google.com/file/d/1HgboPwW_oFSKoRdyvYupi_BGLGCsc68Y/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/89.mp4
90,https://drive.google.com/file/d/17er5r8aKyE_DU1IgUXOPi2r6PigAXONS/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/90.mp4
91,https://drive.google.com/file/d/1AEpkz8RUfM_2XjSY-nKsXqK7CJH0caOR/view?usp=sharing,Joy,Joy,2,../data/raw/videos/Joy/91.mp4
92,https://drive.google.com/file/d/1Kbibt-790YXrIhz_TmDYRtgOYjSzw11k/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/92.mp4
93,https://drive.google.com/file/d/1DpB6DLD2XojoKEtkdkuaG5GVKJsbVrdH/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/93.mp4
94,https://drive.google.com/file/d/1COod9JJ1oWsUD4pnHfw3pTAT5ub4kYOM/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/94.mp4
95,https://drive.google.com/file/d/1RzNIT_4ZJl3hw41qI8aSdyQdqsaTApKk/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/95.mp4
96,https://drive.google.com/file/d/1ek-ZniGi5jI4096YpOLU8ts5Z438a89w/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/96.mp4
97,https://drive.google.com/file/d/1cmoX1kONBJ57XxZmC1n8j-AuboEW-OGG/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/97.mp4
98,https://drive.google.com/file/d/1AS8DAp3lUTfCS3v5fFSlUdYmqN8qIpCE/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/98.mp4
99,https://drive.google.com/file/d/1BebBCOFNvbFdREDNh9eovMXjLg5yoqfI/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/99.mp4
100,https://drive.google.com/file/d/1wadNVxw-weTOGpTtdcvf1Gp55-HmpyZw/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/100.mp4
101,https://www.instagram.com/reel/DIYnoCfT-bt/,Anger,Anger,7,../data/raw/videos/Anger/101.mp4
102,https://drive.google.com/file/d/1ElvqnnKfMLU8pZyKKs_CMxwGts2O770v/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/102.mp4
103,https://drive.google.com/file/d/1PMDBY0C5oekMhFDm2KcR2jLjdgonZ2Bi/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/103.mp4
104,https://drive.google.com/file/d/1GofpxQoe1aEQ7ILgar9UovnPEwRZrSg1/view?usp=drive_link,Proud,Proud,0,../data/raw/videos/Proud/104.mp4
105,https://drive.google.com/file/d/1PMDBY0C5oekMhFDm2KcR2jLjdgonZ2Bi/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/105.mp4
106,https://drive.google.com/file/d/14EDcZ8s7I6-8pFhcKT1tYP9acJ8DFS4X/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/106.mp4
107,https://drive.google.com/file/d/1dsVjPJUpdCGwTGQRFN2XFe3rWCxMdkd1/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/107.mp4
108,https://drive.google.com/file/d/1Z9-ac4oUzNkFmq-1TW8APHEZwGEjkDIE/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/108.mp4
109,https://drive.google.com/file/d/1Du-PW4fvjRtjffB-ITITre8Pxjl5Hqv0/view?usp=sharing,Anger,Anger,7,../data/raw/videos/Anger/109.mp4
110,https://drive.google.com/file/d/1u5RE2qDiN4SbtFHDd0zIIEP9er1-Y2Uq/view?usp=drive_link,Proud,Proud,0,../data/raw/videos/Proud/110.mp4.part
111,https://drive.google.com/file/d/1dsVjPJUpdCGwTGQRFN2XFe3rWCxMdkd1/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/111.mp4
112,https://drive.google.com/file/d/1OZY0368_fbHpt5_56pfvxivBXWivL-TK/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/112.mp4
113,https://drive.google.com/file/d/1u5RE2qDiN4SbtFHDd0zIIEP9er1-Y2Uq/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/113.mp4
114,https://drive.google.com/file/d/1dYJrHYu4G5zfiFXscNvGr-6WZn4NvBp6/view?usp=sharing,Sadness,Sadness,5,../data/raw/videos/Sadness/114.mp4
115,https://drive.google.com/file/d/1b8j2we4JOYf3znxqUbmg8N1yOAAGgeIV/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/115.mp4
116,https://drive.google.com/file/d/1xUD-KfpibrnAHW3-uCISWwU527AQ-BUN/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/116.mp4
117,https://drive.google.com/file/d/17OELHbuvFBxaJQhEOtKw3YTKRUR-u4Wp/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/117.mp4
118,https://www.instagram.com/reel/DL4sxGuz4Tc/?igsh=MXR4MmtmM2lmZG02Yw==,Surprise,Surprise,3,../data/raw/videos/Surprise/118.mp4
119,https://www.instagram.com/reel/DNKL9rJT5-l/?utm_source=ig_web_copy_link&igsh=MXY2M3NpNjZqcXI2NA==,Proud,Proud,0,../data/raw/videos/Proud/119.mp4
120,https://www.instagram.com/reel/DLSDweezMqt/?igsh=MTB5d2Nib2l4YnVnMQ==,Surprise,Surprise,3,../data/raw/videos/Surprise/120.mp4
121,https://www.instagram.com/reel/DLCfYyTzM0B/?igsh=MW8zMGNrMG00YmRrOA==,Proud,Proud,0,../data/raw/videos/Proud/121.mp4
122,https://www.instagram.com/reel/DMr4dcRJtdb/?igsh=MWgyZ2Nzc3V6c2p4dw==,Anger,Anger,7,../data/raw/videos/Anger/122.mp4
123,https://www.instagram.com/reel/DMNJeciTz6C/?igsh=MTR0enhwYjNia3J0bA==,Surprise,Surprise,3,../data/raw/videos/Surprise/123.mp4
124,https://www.instagram.com/reel/DMc1SxqJ_h-/?igsh=N3o3ZGpidDhkOHc2,Trust,Trust,1,../data/raw/videos/Trust/124.mp4
125,https://www.instagram.com/reel/DLxGptdBbjR/?utm_source=ig_web_copy_link&igsh=MXJkajNtd29hdnM2dw==,Surprise,Surprise,3,../data/raw/videos/Surprise/125.mp4
126,https://www.instagram.com/reel/DNA7KYaThER/?utm_source=ig_web_copy_link&igsh=cXlrYTV2c3doMnVm,Proud,Proud,0,../data/raw/videos/Proud/126.mp4
127,https://www.instagram.com/reel/DLuruPeBcAH/?utm_source=ig_web_copy_link&igsh=MXRhMTgyNHViZDRodg==,Surprise,Surprise,3,../data/raw/videos/Surprise/127.mp4
128,https://www.instagram.com/reel/DMXXrHXpE5y/?igsh=NnIzZTJzZG1rbXp2,Trust,Trust,1,../data/raw/videos/Trust/128.mp4
129,https://www.instagram.com/reel/DNMZt3yz34s/?utm_source=ig_web_copy_link&igsh=NWY1NGNta3ExcGZi,Joy,Joy,2,../data/raw/videos/Joy/129.mp4
130,https://www.instagram.com/reel/DLw9ZLjTupS/?igsh=MTg4cWw1ZDgyMjZzeA==,Proud,Proud,0,../data/raw/videos/Proud/130.mp4
131,https://www.instagram.com/reel/DDbwsT-SvYX/?igsh=a2NqZnhmczM3NjE1,Surprise,Surprise,3,../data/raw/videos/Surprise/131.mp4
132,https://www.instagram.com/reel/C9zeHtmSftf/?igsh=ODNoZDlveWRjOGV6,Proud,Proud,0,../data/raw/videos/Proud/132.mp4
133,https://www.instagram.com/reel/DLys1UgTaDP/?igsh=MTI0ZDM5Y2t3azg3bA==,Trust,Trust,1,../data/raw/videos/Trust/133.mp4
134,https://www.instagram.com/reel/DLtaRz5z_t2/?igsh=bHhrem42ZzZwMHJo,Surprise,Surprise,3,../data/raw/videos/Surprise/134.mp4
135,https://www.instagram.com/reel/DLzratFhGh3/?utm_source=ig_web_copy_link&igsh=amRiOWxoZ2ZtOW5m,Trust,Trust,1,../data/raw/videos/Trust/135.mp4
136,https://www.instagram.com/reel/DMxcd8KhquW/?utm_source=ig_web_copy_link&igsh=bnBna25weWsybWt3,Surprise,Surprise,3,../data/raw/videos/Surprise/136.mp4
137,https://www.instagram.com/reel/DMu2pTjpJ5A/?igsh=NnRwcGZsOGtxdGE1,Sadness,Sadness,5,../data/raw/videos/Sadness/137.mp4
138,https://www.instagram.com/reel/DL2Ayq4TpNL/?igsh=djJiZXFtNHlpZ3Rm,Proud,Proud,0,../data/raw/videos/Proud/138.mp4
139,https://www.instagram.com/reel/DMuu7WXJSqc/?igsh=MTk5dWRpcHJ3aXE1Nw==,Proud,Proud,0,../data/raw/videos/Proud/139.mp4
140,https://www.instagram.com/reel/DLEoOirRx_i/?igsh=MTVhOHdhNXRwandtZg==,Surprise,Surprise,3,../data/raw/videos/Surprise/140.mp4
141,https://www.instagram.com/reel/DNIGuxYTu6-/?igsh=MWh3dHVwbTlvNG16NA==,Trust,Trust,1,../data/raw/videos/Trust/141.mp4
142,https://www.instagram.com/reel/CrSuJLgNyRK/?utm_source=ig_web_copy_link,Trust,Trust,1,../data/raw/videos/Trust/142.mp4
143,https://www.instagram.com/reel/C4CdSr-riJj/?utm_source=ig_web_copy_link&igsh=a2dia2hpZ24weGQ=,Surprise,Surprise,3,../data/raw/videos/Surprise/143.mp4
144,https://www.instagram.com/reel/DL7YTB0T4xF/?igsh=dzZ0c3E2ZmRvMGVq,Trust,Trust,1,../data/raw/videos/Trust/144.mp4
145,https://www.instagram.com/reel/C-wcAZ2vJSE/?igsh=MWtwa2Q2aTQxZ2U0Zg==,Trust,Trust,1,../data/raw/videos/Trust/145.mp4
146,https://www.instagram.com/reel/DDekDLFTq1a/?igsh=dXVxMGlzdndwM3E2,Surprise,Surprise,3,../data/raw/videos/Surprise/146.mp4
147,https://www.instagram.com/reel/DLUnmw6TF--/?igsh=N3YwbzRyb2xtdjd0,Surprise,Surprise,3,../data/raw/videos/Surprise/147.mp4
148,https://www.instagram.com/reel/C_reJDqSNno/?igsh=ZDIzc2owNWgxdmJk,Surprise,Surprise,3,../data/raw/videos/Surprise/148.mp4
149,https://www.instagram.com/reel/CjwRCdzDarC/?utm_source=ig_web_copy_link&igsh=bXRhNmI1NTRxMWc3,Surprise,Surprise,3,../data/raw/videos/Surprise/149.mp4
150,https://www.instagram.com/reel/DNALIVSPiz3/?utm_source=ig_web_copy_link&igsh=MWUyeDRud3lwOTc3Zg==,Surprise,Surprise,3,../data/raw/videos/Surprise/150.mp4
151,https://www.instagram.com/reel/DNAgrqURf1s/?igsh=MXZjNmdqa3ZpNThpZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/151.mp4
152,https://www.instagram.com/reel/DLJoMUxTL2J/?igsh=MTVkNnYwYTRxZmdqNw==,Surprise,Surprise,3,../data/raw/videos/Surprise/152.mp4
153,https://www.instagram.com/reel/DAYFDAQSh20/?igsh=OWlreGRuYXdzY3ly,Proud,Proud,0,../data/raw/videos/Proud/153.mp4
154,https://www.instagram.com/reel/C7oa-5upVHh/?igsh=MWNkczZ5ZmFqZHpnZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/154.mp4
155,https://www.instagram.com/reel/DK1mAj0zf6k/?igsh=b2dpcGU5OGdld2Fo,Surprise,Surprise,3,../data/raw/videos/Surprise/155.mp4
156,https://www.instagram.com/reel/DLPIrtqTKSt/?igsh=MWVvbzB5ZHV5cjgwbQ==,Surprise,Surprise,3,../data/raw/videos/Surprise/156.mp4
157,https://www.instagram.com/reel/C_Uu_rSygjN/?igsh=cGljbzg5NnZ3Y2d1,Surprise,Surprise,3,../data/raw/videos/Surprise/157.mp4
158,https://www.instagram.com/reel/DLhe1uwT0ux/?igsh=b3RsM3RkeGUxanln,Proud,Proud,0,../data/raw/videos/Proud/158.mp4
159,https://www.instagram.com/reel/DHFjsc_TWVh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/159.mp4
160,https://www.instagram.com/reel/DMAEL2oS-kx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/160.mp4
161,https://www.instagram.com/reel/Cij2OK1LiDG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/161.mp4
